Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
119808,3443292,68,15,single,rented,no,Drafter,Nagercoil,Tamil_Nadu,5,12,0
119809,803487,50,14,single,rented,no,Surgeon,Madurai,Tamil_Nadu,6,14,0
119810,1779389,41,7,single,rented,no,Dentist,Davanagere,Karnataka,7,14,0
119811,2522353,71,17,married,rented,no,Hotel_Manager,Bidhannagar,West_Bengal,13,11,0
119812,6381958,63,0,single,rented,yes,Politician,Thane,Maharashtra,0,12,0
119813,549075,62,16,single,rented,no,Magistrate,New_Delhi,Delhi,4,12,0
119814,1551042,70,18,single,rented,no,Official,Bahraich,Uttar_Pradesh,13,13,1
119815,4724398,78,6,single,owned,no,Statistician,Belgaum,Karnataka,3,11,0
119816,8497305,70,11,single,rented,no,Lawyer,Satna,Madhya_Pradesh,8,10,0
119817,1874355,26,11,single,rented,yes,Magistrate,Jehanabad[38],Bihar,11,10,0
119818,9328308,53,4,single,rented,no,Biomedical_Engineer,Alappuzha,Kerala,4,13,1
119819,7566386,27,16,single,rented,no,Drafter,Nagercoil,Tamil_Nadu,14,10,0
119820,4674975,38,13,single,rented,yes,Petroleum_Engineer,Bhilai,Chhattisgarh,12,10,0
119821,9238028,46,19,single,rented,no,Hotel_Manager,Latur,Maharashtra,3,14,0
119822,3691589,58,10,single,rented,no,Designer,Kadapa[23],Andhra_Pradesh,10,14,0
119823,9205244,53,6,single,rented,no,Mechanical_engineer,Jorhat,Assam,6,14,0
119824,8978796,27,3,single,rented,no,Biomedical_Engineer,Ambarnath,Maharashtra,3,10,0
119825,2712710,70,8,single,rented,no,Psychologist,Khandwa,Madhya_Pradesh,5,11,0
119826,9247929,48,4,single,rented,yes,Geologist,Surendranagar_Dudhrej,Gujarat,3,13,0
119827,8325446,58,1,single,rented,yes,Statistician,Bhavnagar,Gujarat,1,13,0
119828,6994513,76,18,single,rented,yes,Economist,Pali,Rajasthan,6,14,0
119829,938587,44,7,single,rented,no,Economist,Jamshedpur,Jharkhand,7,10,0
119830,7453204,59,13,single,rented,no,Librarian,Sangli-Miraj_&_Kupwad,Maharashtra,8,10,0
119831,5904431,75,6,single,rented,yes,Chemical_engineer,Bulandshahr,Uttar_Pradesh,6,12,0
119832,1783274,34,8,single,owned,no,Surveyor,Bidhannagar,West_Bengal,7,12,1
119833,9079013,31,6,married,rented,no,Analyst,Malda,West_Bengal,6,10,0
119834,1562434,31,14,single,rented,no,Technology_specialist,Dharmavaram,Andhra_Pradesh,10,11,0
119835,7334048,58,9,single,rented,no,Chemical_engineer,Bhilai,Chhattisgarh,8,10,0
119836,7794515,51,2,single,rented,no,Web_designer,Kanpur,Uttar_Pradesh,2,11,1
119837,3657551,27,7,single,rented,no,Biomedical_Engineer,Thiruvananthapuram,Kerala,7,10,0
119838,2780592,47,16,single,rented,yes,Design_Engineer,Bhavnagar,Gujarat,4,13,0
119839,7908068,23,1,single,rented,no,Mechanical_engineer,Phusro,Jharkhand,1,10,0
119840,1867623,60,2,single,rented,yes,Chef,Ambattur,Tamil_Nadu,2,13,0
119841,3152333,61,11,single,norent_noown,yes,Air_traffic_controller,Bhopal,Madhya_Pradesh,7,14,1
119842,6237498,52,1,single,rented,yes,Geologist,Kavali,Andhra_Pradesh,1,13,0
119843,4813985,21,8,single,rented,no,Technical_writer,Tadipatri,Andhra_Pradesh,8,10,0
119844,1735303,41,7,single,rented,no,Biomedical_Engineer,North_Dumdum,West_Bengal,7,11,0
119845,6626765,57,10,single,rented,no,Technical_writer,Salem,Tamil_Nadu,10,13,0
119846,3834918,45,9,single,rented,no,Physician,New_Delhi,Delhi,8,11,0
119847,4559022,63,5,single,rented,yes,Surveyor,Udaipur,Rajasthan,5,11,1
119848,2462452,50,18,single,rented,no,Chartered_Accountant,Nandyal,Andhra_Pradesh,10,14,0
119849,1714140,27,10,single,rented,yes,Politician,Howrah,West_Bengal,10,10,1
119850,1887106,32,20,married,rented,no,Microbiologist,Jabalpur,Madhya_Pradesh,8,14,0
119851,7055046,22,10,single,rented,no,Lawyer,Nellore[14][15],Andhra_Pradesh,6,13,0
119852,4613668,79,20,single,rented,no,Statistician,Bangalore,Karnataka,4,11,0
119853,4597007,48,0,single,rented,no,Consultant,Mahbubnagar,Telangana,0,10,0
119854,1303616,21,3,single,rented,no,Computer_hardware_engineer,Raipur,Chhattisgarh,3,13,0
119855,3852642,23,11,single,rented,no,Chef,Ramagundam[27],Telangana,11,12,0
119856,6381899,68,7,single,rented,yes,Financial_Analyst,Bahraich,Uttar_Pradesh,4,13,1
119857,9829765,31,14,single,rented,no,Physician,Dewas,Madhya_Pradesh,12,14,0
119858,6932717,37,0,single,rented,no,Engineer,Medininagar,Jharkhand,0,13,0
119859,8398435,50,9,single,norent_noown,yes,Economist,Vijayawada,Andhra_Pradesh,8,10,0
119860,9142815,26,3,married,rented,yes,Technology_specialist,Berhampore,West_Bengal,3,12,0
119861,523445,44,1,single,rented,yes,Graphic_Designer,Korba,Chhattisgarh,1,12,0
119862,6258651,24,18,single,rented,no,Surveyor,Orai,Uttar_Pradesh,4,11,0
119863,532746,78,18,married,rented,yes,Petroleum_Engineer,Haridwar,Uttarakhand,10,12,1
119864,6881187,23,18,single,rented,no,Technical_writer,Etawah,Uttar_Pradesh,11,10,0
119865,755002,59,12,single,rented,no,Computer_operator,Tezpur,Assam,12,10,0
119866,7843174,64,19,single,rented,no,Politician,Khandwa,Madhya_Pradesh,14,14,0
119867,1647746,40,1,single,rented,yes,Magistrate,Phusro,Jharkhand,1,12,0
119868,902071,63,4,single,rented,no,Economist,Jorhat,Assam,4,12,1
119869,4005758,79,11,single,rented,yes,Civil_engineer,Pondicherry,Puducherry,7,12,0
119870,428758,47,0,single,rented,yes,Flight_attendant,Chittoor[28],Andhra_Pradesh,0,11,0
119871,9083499,77,19,single,rented,no,Psychologist,Ulhasnagar,Maharashtra,13,10,0
119872,3670961,63,12,single,owned,no,Psychologist,Tinsukia,Assam,3,11,0
119873,8757417,69,5,single,rented,yes,Statistician,Jaunpur,Uttar_Pradesh,5,10,0
119874,4839082,74,17,single,rented,yes,Engineer,Tiruchirappalli[10],Tamil_Nadu,9,14,0
119875,9368826,22,4,single,rented,no,Flight_attendant,Kozhikode,Kerala,4,13,0
119876,7253122,72,20,single,rented,no,Magistrate,Tiruppur,Tamil_Nadu,8,10,0
119877,9018523,54,18,single,rented,yes,Lawyer,Nadiad,Gujarat,5,13,0
119878,4170819,59,18,single,rented,no,Surgeon,Solapur,Maharashtra,11,11,0
119879,4739684,34,18,single,rented,no,Physician,Bulandshahr,Uttar_Pradesh,10,13,0
119880,2357771,59,1,single,rented,yes,Army_officer,Kottayam,Kerala,1,12,1
119881,7732113,34,6,single,rented,no,Industrial_Engineer,Bhimavaram,Andhra_Pradesh,6,14,0
119882,9978516,51,5,single,rented,no,Statistician,Purnia[26],Bihar,5,14,0
119883,710851,21,19,single,rented,yes,Psychologist,Noida,Uttar_Pradesh,14,12,0
119884,599470,53,17,single,rented,no,Flight_attendant,Srinagar,Jammu_and_Kashmir,3,13,0
119885,1500447,75,13,married,rented,no,Artist,Jaunpur,Uttar_Pradesh,13,12,1
119886,9224297,69,19,married,owned,yes,Designer,Bahraich,Uttar_Pradesh,11,14,0
119887,7524377,76,19,single,rented,no,Financial_Analyst,Rampur,Uttar_Pradesh,5,13,0
119888,9385960,75,10,single,rented,no,Engineer,Thoothukudi,Tamil_Nadu,3,12,0
119889,5787761,76,1,single,rented,no,Chartered_Accountant,Darbhanga,Bihar,1,13,0
119890,2215191,76,10,single,rented,no,Physician,Vijayawada,Andhra_Pradesh,10,11,0
119891,7101109,34,0,single,rented,no,Dentist,South_Dumdum,West_Bengal,0,10,0
119892,6977568,68,1,single,rented,no,Technology_specialist,Nellore[14][15],Andhra_Pradesh,1,10,0
119893,8036025,23,8,single,rented,no,Consultant,Shimla,Himachal_Pradesh,4,14,1
119894,5187612,39,6,single,rented,no,Software_Developer,Ongole,Andhra_Pradesh,6,12,0
119895,9953142,51,6,single,norent_noown,no,Scientist,Raiganj,West_Bengal,6,14,0
119896,8658757,28,6,single,rented,yes,Chef,Jamalpur[36],Bihar,6,14,0
119897,4709297,42,14,single,rented,yes,Designer,Kota[6],Rajasthan,6,10,0
119898,7246361,55,19,single,rented,yes,Flight_attendant,Pimpri-Chinchwad,Maharashtra,3,10,0
119899,9270608,79,14,single,rented,no,Analyst,Kamarhati,West_Bengal,4,12,1
119900,4393229,34,11,single,rented,yes,Lawyer,Hospet,Karnataka,9,12,0
119901,1908338,39,3,single,rented,no,Police_officer,Nadiad,Gujarat,3,10,0
119902,3204819,72,13,single,rented,no,Industrial_Engineer,Panihati,West_Bengal,12,14,0
119903,8118992,52,5,single,rented,no,Dentist,Bokaro,Jharkhand,5,11,0
119904,7656726,79,9,single,rented,yes,Industrial_Engineer,Ambala,Haryana,6,12,0
119905,9314999,51,20,married,rented,no,Architect,Proddatur,Andhra_Pradesh,7,10,0
119906,5311549,56,12,single,rented,no,Aviator,Dhule,Maharashtra,8,11,0
119907,6660597,40,2,single,rented,yes,Mechanical_engineer,Fatehpur,Uttar_Pradesh,2,14,0
119908,5575513,71,0,single,rented,no,Chef,Hindupur,Andhra_Pradesh,0,11,0
119909,3468270,68,12,single,norent_noown,yes,Dentist,Rourkela,Odisha,6,14,0
119910,5867312,43,1,single,owned,no,Chartered_Accountant,Kurnool[18],Andhra_Pradesh,1,13,0
119911,5354814,29,20,single,owned,yes,Industrial_Engineer,Thiruvananthapuram,Kerala,14,14,0
119912,1652825,65,0,single,rented,no,Technical_writer,Nagpur,Maharashtra,0,14,0
119913,3045476,22,14,single,rented,no,Microbiologist,Sambalpur,Odisha,7,12,0
119914,7585042,53,15,single,rented,no,Official,Rohtak,Haryana,3,13,0
119915,2151167,41,2,single,rented,yes,Statistician,Nagaon,Assam,2,13,0
119916,6810655,30,11,single,rented,no,Official,Durgapur,West_Bengal,10,12,1
119917,1558677,28,8,single,rented,no,Analyst,Nadiad,Gujarat,8,14,0
119918,4574793,32,20,single,rented,no,Secretary,Bhind,Madhya_Pradesh,6,11,1
119919,5823407,68,8,single,rented,no,Analyst,Howrah,West_Bengal,8,14,1
119920,8143512,31,7,single,rented,no,Financial_Analyst,Thoothukudi,Tamil_Nadu,6,14,0
119921,5827839,43,1,single,rented,no,Computer_hardware_engineer,Ichalkaranji,Maharashtra,1,10,0
119922,2701804,61,8,single,rented,no,Dentist,Naihati,West_Bengal,8,12,0
119923,9032196,68,11,single,rented,yes,Statistician,Solapur,Maharashtra,11,13,0
119924,6996011,76,13,single,rented,no,Magistrate,Chandigarh_city,Chandigarh,13,14,1
119925,1161702,28,4,married,rented,no,Librarian,Gandhinagar,Gujarat,4,14,0
119926,8259419,36,12,single,rented,yes,Police_officer,Berhampur,Odisha,5,14,0
119927,7804668,54,0,single,rented,no,Comedian,Bhilai,Chhattisgarh,0,14,0
119928,1659351,37,12,married,rented,yes,Industrial_Engineer,Agra,Uttar_Pradesh,12,11,0
119929,8621608,74,13,single,rented,no,Artist,Vijayawada,Andhra_Pradesh,4,13,0
119930,6834194,67,19,single,rented,yes,Comedian,Mango,Jharkhand,4,12,0
119931,3905134,74,3,married,rented,no,Analyst,Varanasi,Uttar_Pradesh,3,13,0
119932,329515,50,10,single,rented,no,Computer_hardware_engineer,Dharmavaram,Andhra_Pradesh,4,11,0
119933,9806306,78,15,single,rented,yes,Mechanical_engineer,Jalgaon,Maharashtra,4,12,0
119934,2214827,74,9,single,rented,yes,Comedian,Kadapa[23],Andhra_Pradesh,7,13,0
119935,7876459,73,3,single,rented,yes,Design_Engineer,Visakhapatnam[4],Andhra_Pradesh,3,12,0
119936,2426917,58,12,single,rented,yes,Psychologist,Tiruchirappalli[10],Tamil_Nadu,12,14,0
119937,4461235,70,10,married,rented,no,Chartered_Accountant,Shimoga,Karnataka,10,12,0
119938,7489827,77,13,single,rented,no,Software_Developer,Hubliâ€“Dharwad,Karnataka,11,10,0
119939,808476,36,1,single,rented,no,Biomedical_Engineer,Deoghar,Jharkhand,1,13,0
119940,3805380,31,15,single,rented,no,Flight_attendant,Firozabad,Uttar_Pradesh,6,12,0
119941,6816226,43,13,single,rented,yes,Drafter,Mumbai,Maharashtra,4,13,0
119942,9806896,53,0,married,rented,no,Computer_operator,Mehsana,Gujarat,0,11,0
119943,1711437,46,15,single,rented,no,Civil_engineer,Dhanbad,Jharkhand,4,14,0
119944,7253442,24,17,single,rented,no,Economist,Raurkela_Industrial_Township,Odisha,8,10,1
119945,9145188,54,18,single,rented,no,Firefighter,Dhanbad,Jharkhand,14,13,0
119946,7805855,44,10,single,rented,yes,Industrial_Engineer,Eluru[25],Andhra_Pradesh,10,14,0
119947,8237019,76,8,single,rented,yes,Hotel_Manager,Unnao,Uttar_Pradesh,8,12,0
119948,8688710,47,1,single,rented,no,Technician,Mira-Bhayandar,Maharashtra,1,10,0
119949,5713579,53,14,single,rented,no,Air_traffic_controller,Solapur,Maharashtra,10,11,0
119950,411534,76,8,married,rented,no,Civil_servant,Phusro,Jharkhand,8,11,0
119951,181844,33,6,married,rented,no,Computer_hardware_engineer,South_Dumdum,West_Bengal,6,11,0
119952,1967194,58,9,single,rented,no,Air_traffic_controller,Rewa,Madhya_Pradesh,9,11,0
119953,2397672,70,6,single,rented,no,Graphic_Designer,Thiruvananthapuram,Kerala,6,11,1
119954,3745099,27,10,single,rented,no,Analyst,Barasat,West_Bengal,10,11,1
119955,6309142,35,0,single,norent_noown,no,Scientist,Aizawl,Mizoram,0,14,0
119956,2139680,76,8,single,rented,yes,Technology_specialist,Saharsa[29],Bihar,4,12,0
119957,5439814,66,12,married,rented,no,Web_designer,Ratlam,Madhya_Pradesh,12,13,0
119958,6640673,30,15,single,rented,yes,Chemical_engineer,Vadodara,Gujarat,6,11,0
119959,4659517,76,2,married,rented,no,Army_officer,Tirupati[21][22],Andhra_Pradesh,2,12,0
119960,737051,58,0,single,rented,yes,Surgeon,Jamnagar,Gujarat,0,12,0
119961,3090546,54,9,single,rented,no,Chemical_engineer,Alwar,Rajasthan,5,12,1
119962,5420974,27,14,single,rented,no,Hotel_Manager,Narasaraopet,Andhra_Pradesh,12,12,0
119963,1463112,45,20,single,rented,no,Microbiologist,Raebareli,Uttar_Pradesh,8,14,0
119964,6357644,37,5,single,rented,no,Surgeon,Raebareli,Uttar_Pradesh,5,12,0
119965,8828187,66,10,single,rented,no,Industrial_Engineer,Ongole,Andhra_Pradesh,8,11,0
119966,8092590,42,4,single,rented,no,Industrial_Engineer,Shahjahanpur,Uttar_Pradesh,4,11,0
119967,9739506,38,19,single,rented,no,Fashion_Designer,Dehri[30],Bihar,13,12,0
119968,3732153,30,0,single,rented,no,Design_Engineer,Rajkot,Gujarat,0,11,0
119969,6092943,60,10,single,rented,no,Aviator,Ramgarh,Jharkhand,10,11,1
119970,7837542,76,3,single,rented,no,Technician,Ranchi,Jharkhand,3,13,0
119971,6382617,60,14,single,rented,yes,Analyst,Coimbatore,Tamil_Nadu,12,12,0
119972,2295877,71,0,single,rented,no,Computer_hardware_engineer,Chapra,Bihar,0,14,0
119973,4533369,56,16,single,rented,yes,Police_officer,Alwar,Rajasthan,8,13,0
119974,6942006,40,5,single,rented,no,Industrial_Engineer,Alwar,Rajasthan,5,14,0
119975,5979967,54,4,single,rented,no,Surgeon,Bihar_Sharif,Bihar,4,10,0
119976,8185066,45,0,single,rented,yes,Industrial_Engineer,Solapur,Maharashtra,0,12,0
119977,4248868,79,11,single,rented,no,Drafter,Bilaspur,Chhattisgarh,11,13,1
119978,7269037,69,10,single,rented,no,Dentist,Kishanganj[35],Bihar,10,12,0
119979,8476201,55,1,single,rented,no,Technology_specialist,Nandyal,Andhra_Pradesh,1,11,0
119980,1117607,53,13,married,rented,yes,Mechanical_engineer,Chandigarh_city,Chandigarh,6,10,0
119981,7877571,25,1,single,rented,no,Technician,Ramgarh,Jharkhand,1,12,0
119982,6250439,65,14,single,rented,yes,Software_Developer,Dharmavaram,Andhra_Pradesh,10,14,0
119983,6578390,48,17,single,rented,no,Microbiologist,Malegaon,Maharashtra,4,13,0
119984,5090840,78,12,single,rented,no,Flight_attendant,Nagpur,Maharashtra,5,11,0
119985,6432147,64,7,single,rented,no,Civil_servant,New_Delhi,Delhi,7,10,0
119986,3598484,76,4,single,rented,no,Technology_specialist,Alwar,Rajasthan,4,11,0
119987,5294978,42,17,single,rented,no,Financial_Analyst,Srinagar,Jammu_and_Kashmir,8,11,1
119988,5748851,74,5,single,rented,no,Air_traffic_controller,Jaipur,Rajasthan,5,13,0
119989,3261320,73,9,single,rented,no,Psychologist,Motihari[34],Bihar,8,10,0
119990,8001918,41,5,single,rented,no,Economist,Bulandshahr,Uttar_Pradesh,5,14,0
119991,6365998,45,8,single,rented,no,Biomedical_Engineer,Gulbarga,Karnataka,4,10,0
119992,4468065,45,15,single,rented,no,Mechanical_engineer,Agra,Uttar_Pradesh,6,10,0
119993,5765297,30,18,single,rented,yes,Biomedical_Engineer,Ajmer,Rajasthan,5,10,0
119994,2807530,21,6,single,rented,no,Dentist,Raurkela_Industrial_Township,Odisha,6,14,0
119995,6396717,38,19,single,rented,no,Police_officer,Tirunelveli,Tamil_Nadu,9,12,0
119996,3553720,49,4,single,rented,no,Architect,Kottayam,Kerala,4,13,0
119997,3477314,61,14,single,rented,no,Magistrate,Proddatur,Andhra_Pradesh,5,12,0
119998,3491608,30,3,single,rented,no,Graphic_Designer,Hospet,Karnataka,3,14,0
119999,2545624,55,19,single,rented,no,Fashion_Designer,Surendranagar_Dudhrej,Gujarat,12,11,0
120000,7600748,59,13,single,rented,yes,Software_Developer,Avadi,Tamil_Nadu,5,10,0
120001,5953166,24,3,single,rented,yes,Industrial_Engineer,Saharsa[29],Bihar,3,13,0
120002,2150637,62,18,single,rented,yes,Lawyer,New_Delhi,Delhi,10,10,0
120003,2820916,38,3,single,rented,no,Civil_engineer,Khammam,Telangana,3,13,0
120004,6616521,58,18,married,rented,no,Technician,Kumbakonam,Tamil_Nadu,3,14,0
120005,5469957,21,8,single,rented,yes,Psychologist,Bijapur,Karnataka,8,12,0
120006,9488176,30,7,single,rented,no,Politician,Hyderabad,Telangana,7,11,0
120007,921080,45,8,single,rented,no,Chartered_Accountant,Sangli-Miraj_&_Kupwad,Maharashtra,4,11,0
120008,2557697,59,18,single,rented,no,Graphic_Designer,Ichalkaranji,Maharashtra,8,14,0
120009,826478,33,15,single,rented,no,Drafter,Ludhiana,Punjab,13,11,1
120010,3738605,22,5,single,rented,no,Artist,Dhanbad,Jharkhand,5,14,0
120011,4581810,36,14,single,rented,yes,Chartered_Accountant,Guna,Madhya_Pradesh,6,10,0
120012,7261695,72,7,single,rented,no,Lawyer,Thoothukudi,Tamil_Nadu,7,14,0
120013,3929663,50,5,single,rented,no,Mechanical_engineer,Shimla,Himachal_Pradesh,5,12,0
120014,5763958,63,7,married,rented,no,Chemical_engineer,Ambarnath,Maharashtra,7,12,0
120015,4069436,67,6,single,rented,yes,Design_Engineer,Ballia,Uttar_Pradesh,5,13,1
120016,4612685,25,19,single,rented,yes,Statistician,Tiruchirappalli[10],Tamil_Nadu,8,11,0
120017,4915986,45,13,single,rented,yes,Technician,Alwar,Rajasthan,13,14,0
120018,2915711,53,7,married,rented,no,Technical_writer,Amroha,Uttar_Pradesh,7,14,0
120019,3835379,71,8,married,rented,no,Chef,Ahmednagar,Maharashtra,8,12,0
120020,7223191,44,9,single,rented,no,Air_traffic_controller,Asansol,West_Bengal,9,13,0
120021,5023725,67,9,married,rented,no,Army_officer,Hyderabad,Telangana,9,11,0
120022,3685843,77,15,single,norent_noown,no,Computer_hardware_engineer,Bareilly,Uttar_Pradesh,8,13,0
120023,4389360,42,20,single,rented,yes,Scientist,Jabalpur,Madhya_Pradesh,11,10,1
120024,6395936,66,11,single,owned,no,Comedian,Gandhinagar,Gujarat,11,14,0
120025,4871299,40,16,single,rented,no,Biomedical_Engineer,Bareilly,Uttar_Pradesh,6,13,0
120026,9516616,51,0,single,rented,no,Designer,Durgapur,West_Bengal,0,12,0
120027,4881021,76,18,married,rented,no,Designer,Adoni,Andhra_Pradesh,9,13,0
120028,5646079,40,9,single,rented,no,Firefighter,Ghaziabad,Uttar_Pradesh,9,10,0
120029,6558967,41,10,married,rented,no,Comedian,Bongaigaon,Assam,10,12,0
120030,5218196,49,12,single,rented,yes,Air_traffic_controller,Guntur[13],Andhra_Pradesh,12,10,0
120031,7714522,37,0,single,rented,yes,Surgeon,Satna,Madhya_Pradesh,0,10,1
120032,2204102,22,17,single,rented,no,Architect,Kavali,Andhra_Pradesh,7,12,0
120033,7390231,35,8,single,rented,no,Physician,Surendranagar_Dudhrej,Gujarat,8,12,0
120034,8749318,21,15,married,rented,yes,Petroleum_Engineer,Giridih,Jharkhand,4,14,0
120035,4295071,42,12,single,norent_noown,no,Chemical_engineer,Dhanbad,Jharkhand,5,10,0
120036,8367421,59,3,single,rented,no,Air_traffic_controller,Dhanbad,Jharkhand,3,11,0
120037,330553,69,10,single,rented,yes,Chemical_engineer,Erode[17],Tamil_Nadu,10,10,0
120038,3711494,63,6,single,rented,yes,Scientist,Maheshtala,West_Bengal,6,14,1
120039,6006615,62,19,single,rented,no,Biomedical_Engineer,Orai,Uttar_Pradesh,12,12,0
120040,5072054,56,5,single,rented,no,Statistician,Kumbakonam,Tamil_Nadu,5,14,0
120041,6204281,66,11,single,rented,no,Architect,Darbhanga,Bihar,11,10,0
120042,9809659,30,12,single,rented,yes,Hotel_Manager,Kollam,Kerala,11,12,0
120043,5636495,57,17,single,rented,no,Comedian,Adoni,Andhra_Pradesh,10,12,0
120044,2858493,34,3,single,rented,no,Flight_attendant,Anantapuram[24],Andhra_Pradesh,3,12,0
120045,4247387,65,20,single,rented,yes,Microbiologist,Sikar,Rajasthan,4,10,0
120046,2301024,51,11,single,rented,yes,Financial_Analyst,Haridwar,Uttarakhand,7,11,1
120047,2074547,55,14,single,rented,no,Surgeon,New_Delhi,Delhi,11,13,0
120048,6474294,48,9,single,rented,no,Comedian,Amritsar,Punjab,8,13,0
120049,5096110,24,18,single,rented,yes,Surgeon,Kishanganj[35],Bihar,11,12,0
120050,4627494,55,14,single,rented,no,Flight_attendant,Aizawl,Mizoram,7,11,1
120051,5945722,38,8,single,rented,no,Surgeon,Rajpur_Sonarpur,West_Bengal,7,10,0
120052,8344425,79,17,single,rented,no,Industrial_Engineer,Gopalpur,West_Bengal,3,13,0
120053,8898785,67,10,single,rented,no,Drafter,Tinsukia,Assam,10,12,0
120054,2790693,36,18,single,rented,yes,Mechanical_engineer,Dehri[30],Bihar,10,12,0
120055,1960176,67,20,single,rented,yes,Surgeon,Agra,Uttar_Pradesh,8,11,0
120056,8440210,79,18,single,rented,no,Politician,Meerut,Uttar_Pradesh,5,10,0
120057,6925358,73,19,single,rented,no,Air_traffic_controller,Navi_Mumbai,Maharashtra,3,12,0
120058,1803983,31,7,single,rented,no,Technical_writer,Bardhaman,West_Bengal,7,14,0
120059,1742621,75,17,married,rented,yes,Computer_operator,Kumbakonam,Tamil_Nadu,3,12,0
120060,2040616,65,7,single,norent_noown,no,Scientist,Baranagar,West_Bengal,4,10,0
120061,5810558,24,18,single,rented,no,Designer,Ratlam,Madhya_Pradesh,6,14,0
120062,3457683,67,18,single,rented,no,Architect,Medininagar,Jharkhand,13,12,0
120063,3006135,59,18,single,rented,no,Chartered_Accountant,Solapur,Maharashtra,6,10,0
120064,4167093,77,18,single,owned,no,Chartered_Accountant,Farrukhabad,Uttar_Pradesh,13,12,0
120065,6406640,67,20,single,rented,no,Consultant,Hosur,Tamil_Nadu,8,10,0
120066,6329094,26,17,single,rented,no,Army_officer,Thrissur,Kerala,12,11,1
120067,8239075,26,7,single,rented,no,Analyst,Bhalswa_Jahangir_Pur,Delhi,7,11,0
120068,3538290,60,5,single,rented,no,Politician,Indore,Madhya_Pradesh,5,14,0
120069,6161265,34,8,single,rented,yes,Civil_engineer,Malda,West_Bengal,4,10,0
120070,6894008,66,3,married,rented,no,Civil_engineer,Aizawl,Mizoram,3,12,1
120071,9341101,61,18,single,rented,no,Computer_hardware_engineer,Jamnagar,Gujarat,11,12,0
120072,6028273,70,6,single,rented,yes,Web_designer,Meerut,Uttar_Pradesh,6,14,0
120073,4417332,24,20,single,rented,yes,Secretary,Erode[17],Tamil_Nadu,11,14,0
120074,9179456,43,15,single,rented,no,Army_officer,Bellary,Karnataka,7,11,0
120075,6466990,37,13,single,rented,no,Technical_writer,Chittoor[28],Andhra_Pradesh,6,14,0
120076,7783136,44,13,single,rented,no,Physician,Miryalaguda,Telangana,9,12,0
120077,628588,57,14,single,rented,no,Politician,Kadapa[23],Andhra_Pradesh,9,10,0
120078,3871972,26,10,single,rented,no,Engineer,Lucknow,Uttar_Pradesh,10,10,0
120079,652184,45,1,single,rented,no,Physician,Parbhani,Maharashtra,1,12,0
120080,5314421,46,14,single,rented,no,Flight_attendant,Jalandhar,Punjab,8,12,0
120081,2369392,59,17,single,rented,no,Statistician,Bhusawal,Maharashtra,13,14,0
120082,6976958,64,1,single,rented,no,Technical_writer,Phagwara,Punjab,1,13,0
120083,8596569,69,0,single,rented,no,Biomedical_Engineer,Vijayanagaram,Andhra_Pradesh,0,13,0
120084,2607516,76,5,single,rented,yes,Analyst,Nanded,Maharashtra,5,11,0
120085,4520435,72,7,single,rented,yes,Lawyer,Silchar,Assam,7,12,0
120086,831067,48,2,married,rented,no,Dentist,Raurkela_Industrial_Township,Odisha,2,11,1
120087,8746011,61,13,single,rented,yes,Artist,Bharatpur,Rajasthan,11,10,1
120088,4887997,77,20,single,rented,no,Fashion_Designer,Madanapalle,Andhra_Pradesh,10,13,0
120089,4074621,27,14,single,rented,yes,Civil_servant,Sonipat,Haryana,8,13,0
120090,7686160,24,12,single,rented,no,Biomedical_Engineer,Eluru[25],Andhra_Pradesh,10,14,0
120091,9591777,40,7,single,rented,no,Geologist,Madhyamgram,West_Bengal,7,11,0
120092,7716276,50,16,single,rented,no,Army_officer,Bhusawal,Maharashtra,13,12,0
120093,8097859,46,10,single,rented,no,Technology_specialist,Mau,Uttar_Pradesh,10,10,0
120094,9052853,52,15,single,rented,yes,Scientist,Bhalswa_Jahangir_Pur,Delhi,12,11,0
120095,9323226,25,20,single,rented,no,Dentist,Mahbubnagar,Telangana,6,10,0
120096,8476529,41,14,single,owned,no,Scientist,Bhavnagar,Gujarat,4,10,1
120097,6212610,34,3,single,rented,no,Technology_specialist,Gwalior,Madhya_Pradesh,3,12,0
120098,1923707,40,16,single,rented,no,Design_Engineer,Bellary,Karnataka,4,12,0
120099,6073350,68,5,single,rented,no,Hotel_Manager,Pune,Maharashtra,5,14,0
120100,608319,21,10,single,rented,no,Official,Bilaspur,Chhattisgarh,5,11,0
120101,9305632,41,3,single,rented,no,Fashion_Designer,Kharagpur,West_Bengal,3,11,0
120102,3705729,73,4,single,rented,no,Architect,New_Delhi,Delhi,4,13,0
120103,3475913,37,17,single,rented,no,Web_designer,Kolkata,West_Bengal,4,14,0
120104,3315306,66,14,single,rented,yes,Police_officer,Chinsurah,West_Bengal,3,11,1
120105,1591082,66,3,single,rented,no,Police_officer,Nandyal,Andhra_Pradesh,3,11,0
120106,5430984,29,15,single,rented,no,Secretary,Bhopal,Madhya_Pradesh,13,12,0
120107,1857595,26,19,single,rented,no,Surgeon,Sikar,Rajasthan,12,13,1
120108,1780484,24,10,single,rented,no,Software_Developer,Guntur[13],Andhra_Pradesh,5,13,0
120109,8151369,67,11,single,rented,no,Industrial_Engineer,Coimbatore,Tamil_Nadu,6,12,0
